0.01,50,66.66666666666667
0.01,100,66.66666666666667
0.01,150,66.66666666666667
0.01,200,70.66666666666667
0.01,250,76.66666666666667
0.01,300,83.33333333333333
0.01,350,95.33333333333333
0.01,400,92.0
0.01,450,94.66666666666667
0.01,500,96.0
0.01,550,94.66666666666667
0.01,600,96.0
0.01,650,95.33333333333333
0.01,700,96.0
0.01,750,96.0
0.04,50,56.0
0.04,100,68.0
0.04,150,80.66666666666667
0.04,200,85.33333333333333
0.04,250,90.66666666666667
0.04,300,92.0
0.04,350,92.0
0.04,400,93.33333333333333
0.04,450,94.66666666666667
0.04,500,94.0
0.04,550,95.33333333333333
0.04,600,95.33333333333333
0.04,650,95.33333333333333
0.04,700,95.33333333333333
0.04,750,95.33333333333333
0.06999999999999999,50,46.0
0.06999999999999999,100,68.0
0.06999999999999999,150,84.0
0.06999999999999999,200,85.33333333333333
0.06999999999999999,250,87.33333333333333
0.06999999999999999,300,90.0
0.06999999999999999,350,94.0
0.06999999999999999,400,93.33333333333333
0.06999999999999999,450,95.33333333333333
0.06999999999999999,500,95.33333333333333
0.06999999999999999,550,95.33333333333333
0.06999999999999999,600,95.33333333333333
0.06999999999999999,650,95.33333333333333
0.06999999999999999,700,95.33333333333333
0.06999999999999999,750,95.33333333333333
0.09999999999999999,50,38.666666666666664
0.09999999999999999,100,74.0
0.09999999999999999,150,84.66666666666667
0.09999999999999999,200,87.33333333333333
0.09999999999999999,250,92.0
0.09999999999999999,300,92.66666666666667
0.09999999999999999,350,95.33333333333333
0.09999999999999999,400,95.33333333333333
0.09999999999999999,450,95.33333333333333
0.09999999999999999,500,95.33333333333333
0.09999999999999999,550,95.33333333333333
0.09999999999999999,600,95.33333333333333
0.09999999999999999,650,95.33333333333333
0.09999999999999999,700,95.33333333333333
0.09999999999999999,750,95.33333333333333
0.13,50,49.333333333333336
0.13,100,76.0
0.13,150,85.33333333333333
0.13,200,88.0
0.13,250,92.0
0.13,300,92.66666666666667
0.13,350,95.33333333333333
0.13,400,95.33333333333333
0.13,450,95.33333333333333
0.13,500,95.33333333333333
0.13,550,95.33333333333333
0.13,600,95.33333333333333
0.13,650,95.33333333333333
0.13,700,95.33333333333333
0.13,750,95.33333333333333
0.16,50,45.333333333333336
0.16,100,76.66666666666667
0.16,150,82.66666666666667
0.16,200,90.66666666666667
0.16,250,90.66666666666667
0.16,300,92.66666666666667
0.16,350,94.66666666666667
0.16,400,95.33333333333333
0.16,450,95.33333333333333
0.16,500,95.33333333333333
0.16,550,95.33333333333333
0.16,600,95.33333333333333
0.16,650,94.0
0.16,700,95.33333333333333
0.16,750,95.33333333333333
0.19,50,50.666666666666664
0.19,100,75.33333333333333
0.19,150,84.0
0.19,200,89.33333333333333
0.19,250,89.33333333333333
0.19,300,94.66666666666667
0.19,350,94.66666666666667
0.19,400,95.33333333333333
0.19,450,95.33333333333333
0.19,500,95.33333333333333
0.19,550,95.33333333333333
0.19,600,95.33333333333333
0.19,650,95.33333333333333
0.19,700,95.33333333333333
0.19,750,95.33333333333333
